Shape,Cut,Color,Clarity,Carat Weight,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Price,Type,Fluorescence
Oval,,F,VS2,1.01,1.35,64.2,62.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.44,5.52,3.54,4690,GIA,
Princess,Ideal,G,VS1,1.02,1.01,71.4,70.0,Excellent,Excellent,Medium to Slightly Thick,,5.62,5.58,3.98,3460,GIA,
Princess,Ideal,H,VVS2,1.0,1.01,74.3,73.0,Excellent,Excellent,Slightly Thick,,5.47,5.43,4.03,2970,GIA,
Oval,,H,VVS1,1.0,1.37,65.6,59.0,Excellent,Very Good,Slightly Thick to Thick,,7.6,5.54,3.63,4430,GIA,Medium
Oval,,H,VS1,1.01,1.36,59.9,62.0,Excellent,Very Good,Thick to Very Thick,,7.64,5.63,3.37,3780,GIA,
Pear,,E,VS2,1.01,1.56,64.2,56.0,Excellent,Excellent,Slightly Thick to Very Thick,,8.61,5.53,3.55,3430,GIA,Medium
Emerald,,G,VS1,1.02,1.39,68.4,64.0,Very Good,Very Good,Medium,,6.72,4.84,3.31,2930,GIA,
Oval,,E,VS1,1.07,1.44,61.6,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.32,5.78,3.56,1040,IGI Lab-Grown,
Radiant,,G,VS1,1.02,1.23,68.1,69.0,Very Good,Very Good,Slightly Thick to Thick,,6.57,5.33,3.63,4100,GIA,
Radiant,,H,VVS2,1.02,1.09,65.3,67.0,Excellent,Very Good,Thick to Extremely Thick,,5.92,5.42,3.54,3720,GIA,
Round,Excellent,H,VS2,1.0,1.0,60.5,61.0,Excellent,Excellent,Medium to Slightly Thick,,6.44,6.47,3.9,4070,GIA,
Round,Excellent,H,VS1,1.01,1.01,62.4,57.0,Excellent,Excellent,Medium to Slightly Thick,,6.36,6.4,3.98,3850,GIA,Faint
Marquise,,F,IF,1.12,2.21,62.1,61.0,Excellent,Excellent,Slightly Thick to Thick,,11.65,5.26,3.27,7170,GIA,Medium
Princess,Ideal,F,VS2,1.03,1.02,72.0,71.0,Excellent,Excellent,Thick to Very Thick,,5.51,5.41,3.9,3020,GIA,
Radiant,,H,VVS1,1.02,1.3,67.8,65.0,Excellent,Very Good,Slightly Thick to Thick,,6.53,5.03,3.41,3340,GIA,
Round,Very Good,H,VS2,1.0,1.01,64.5,58.0,Excellent,Very Good,Slightly Thick to Thick,,6.16,6.24,4.0,3340,GIA,
Round,Excellent,H,VS2,1.03,1.01,61.7,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.45,6.51,4.0,4090,GIA,
Marquise,,D,VS2,1.71,2.1,58.2,60.0,Excellent,Excellent,Medium to Thick,,12.91,6.15,3.58,4090,GIA,
Oval,,F,VVS1,1.0,1.35,63.5,65.0,Excellent,Very Good,Slightly Thick to Thick,,7.71,5.7,3.62,5000,GIA,Faint
Radiant,,H,VS1,1.03,1.26,68.8,67.0,Excellent,Excellent,Slightly Thick to Thick,,6.36,5.05,3.48,3870,GIA,
Radiant,,H,VS2,1.02,1.26,69.6,62.0,Very Good,Very Good,Slightly Thick to Thick,,6.31,5.02,3.49,3400,GIA,Faint
Radiant,,G,VVS2,1.01,1.26,69.9,70.0,Excellent,Very Good,Medium to Thick,,6.23,4.96,3.47,3520,GIA,
Round,Excellent,H,VS2,1.05,1.0,62.3,57.0,Excellent,Excellent,Medium to Slightly Thick,,6.48,6.51,4.05,4080,GIA,Medium
Radiant,,H,VS1,1.0,1.27,67.8,66.0,Very Good,Very Good,Thin to Medium,,6.39,5.02,3.41,3130,GIA,
Pear,,D,VS1,1.01,1.63,61.3,62.0,Excellent,Excellent,Medium to Thick,Pointed,8.98,5.51,3.38,1100,IGI Lab-Grown,
Oval,,E,VS1,1.07,1.42,62.9,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.25,5.8,3.65,1040,IGI Lab-Grown,
Round,Excellent,H,VVS2,1.01,1.0,61.2,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.42,6.44,3.94,4010,GIA,Medium
Radiant,,G,VS1,1.01,1.3,65.1,69.0,Excellent,Excellent,Thick to Very Thick,,6.61,5.09,3.31,5530,GIA,
Emerald,,H,VS2,1.0,1.31,72.3,62.0,Excellent,Excellent,Thick to Very Thick,,6.18,4.73,3.42,2240,GIA,
Marquise,,E,VS1,1.33,1.96,64.2,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.3,5.76,3.7,1380,IGI Lab-Grown,
Pear,,H,VVS2,1.01,1.63,60.7,60.0,Excellent,Excellent,Medium to Thick,,9.2,5.66,3.44,4150,GIA,Faint
Round,Very Good,G,VS2,1.01,1.01,63.9,56.0,Excellent,Very Good,Slightly Thick to Thick,,6.19,6.27,3.98,3800,GIA,Faint
Radiant,,F,VS1,1.05,1.45,67.9,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.22,4.99,3.39,1080,IGI Lab-Grown,
Round,Excellent,H,VS2,1.0,1.01,62.2,61.0,Excellent,Excellent,Medium to Slightly Thick,,6.33,6.38,3.96,3730,GIA,
Marquise,,G,VVS1,1.01,2.13,63.0,58.0,Excellent,Excellent,Thick to Very Thick,,10.84,5.1,3.21,4720,GIA,Medium
Princess,Ideal,E,VS1,1.03,1.04,69.4,73.0,Excellent,Excellent,Medium,Pointed,5.77,5.56,3.86,1030,IGI Lab-Grown,
Emerald,,H,VVS1,1.0,1.33,69.3,66.0,Excellent,Excellent,Thick to Very Thick,,6.31,4.76,3.29,2590,GIA,Medium
Radiant,,G,VS1,1.01,1.34,67.8,66.0,Excellent,Very Good,Slightly Thick to Thick,,6.8,5.07,3.43,3590,GIA,Faint
Heart,,D,VVS2,1.01,1.11,59.9,61.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.19,6.84,4.1,5660,GIA,
Pear,,E,VS1,1.09,1.62,62.3,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.26,5.71,3.56,1100,IGI Lab-Grown,
Radiant,,D,VS1,1.16,1.48,66.7,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.58,5.13,3.42,1230,IGI Lab-Grown,
Marquise,,H,VS1,1.01,1.88,63.8,61.0,Excellent,Very Good,Very Thin to Very Thick,,9.7,5.17,3.3,4760,GIA,
Radiant,,E,VS1,1.01,1.27,68.7,67.0,Excellent,Very Good,Slightly Thick to Thick,,6.42,5.07,3.48,3420,GIA,
Princess,Ideal,D,VS1,1.09,1.01,72.3,68.0,Excellent,Excellent,Thin,Pointed,5.62,5.59,4.04,1170,IGI Lab-Grown,
Marquise,,D,VVS2,1.04,1.94,62.7,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.35,5.33,3.34,1330,IGI Lab-Grown,
Radiant,,D,VS1,1.02,1.32,63.7,60.0,Excellent,Excellent,Medium,Pointed,6.91,5.23,3.33,1090,IGI Lab-Grown,
Radiant,,E,VS1,1.26,1.42,64.9,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.73,5.44,3.53,1220,IGI Lab-Grown,
Round,Very Good,H,VS2,1.01,1.02,61.3,63.0,Excellent,Very Good,Slightly Thick to Thick,,6.34,6.44,3.92,3900,GIA,Faint
Heart,,G,VVS2,1.01,1.13,58.3,56.0,Excellent,Excellent,Slightly Thick to Thick,,6.2,7.01,4.09,4230,GIA,Faint
Radiant,,E,VS1,1.06,1.48,65.1,64.0,Excellent,Excellent,Slightly Thick,Pointed,7.37,4.99,3.25,1050,IGI Lab-Grown,
Radiant,,E,VVS1,1.02,1.43,67.0,66.0,Excellent,Excellent,Slightly Thick to Thick,,7.16,5.01,3.36,5300,GIA,
Pear,,F,VS1,1.03,1.78,64.7,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.48,5.33,3.45,1030,IGI Lab-Grown,
Pear,,E,VS1,1.05,1.59,61.4,59.0,Excellent,Excellent,Thin to Medium,Pointed,9.09,5.72,3.51,1060,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.02,1.02,71.9,69.0,Excellent,Excellent,Slightly Thick,Pointed,5.46,5.34,3.84,1190,IGI Lab-Grown,
Marquise,,E,VS1,1.07,1.94,63.7,56.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.43,5.37,3.42,1080,IGI Lab-Grown,
Heart,,H,VVS2,1.71,1.07,63.1,59.0,Very Good,Very Good,Slightly Thick to Very Thick,,7.33,7.84,4.95,9410,GIA,Faint
Pear,,F,VS1,1.05,1.59,62.5,62.0,Excellent,Excellent,Thin to Medium,Pointed,8.97,5.63,3.52,1040,IGI Lab-Grown,
Pear,,D,VS1,1.01,1.61,62.7,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.03,5.61,3.52,1100,IGI Lab-Grown,
Round,Very Good,H,VVS2,1.0,1.01,63.8,57.0,Excellent,Very Good,Slightly Thick to Thick,,6.18,6.27,3.97,3400,GIA,Faint
Marquise,,D,VS1,1.09,2.07,63.6,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.92,5.27,3.35,1190,IGI Lab-Grown,
Heart,,G,VVS1,1.01,1.2,62.2,56.0,Excellent,Excellent,Thick to Very Thick,,5.74,6.86,4.27,5060,GIA,
Princess,Ideal,D,VS2,1.01,1.0,72.6,70.0,Excellent,Very Good,Thin to Slightly Thick,,5.58,5.56,4.04,4310,GIA,
Oval,,H,VVS2,1.01,1.4,65.6,57.0,Excellent,Excellent,Thick to Very Thick,,7.71,5.51,3.61,4210,GIA,
Heart,,G,VVS2,1.01,1.14,60.8,60.0,Excellent,Excellent,Thick to Very Thick,,5.84,6.68,4.06,4440,GIA,
Oval,,D,VS1,1.02,1.4,62.8,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.01,5.72,3.59,1080,IGI Lab-Grown,
Marquise,,F,VS2,1.0,1.79,65.5,64.0,Very Good,Very Good,Thick to Very Thick,,9.45,5.27,3.45,4410,GIA,
Princess,Ideal,H,VVS1,1.0,1.01,72.6,70.0,Excellent,Very Good,Medium to Thick,,5.48,5.45,3.95,3100,GIA,
Princess,Ideal,D,VS1,1.09,1.01,72.6,68.0,Excellent,Excellent,Medium,Pointed,5.57,5.54,4.02,1170,IGI Lab-Grown,
Round,Ideal,D,VS1,1.59,1.0,61.9,56.0,Excellent,Excellent,Medium,Pointed,7.49,7.5,4.64,1860,IGI Lab-Grown,
Oval,,E,VS2,1.01,1.44,63.8,60.0,Excellent,Excellent,Thick to Very Thick,,7.85,5.47,3.49,4110,GIA,Medium
Radiant,,E,VS1,1.09,1.44,68.1,63.0,Excellent,Excellent,Medium,Pointed,7.24,5.02,3.42,1100,IGI Lab-Grown,
Princess,Ideal,G,VS1,1.01,1.02,69.1,72.0,Excellent,Very Good,Slightly Thick,,5.71,5.6,3.87,3660,GIA,
Heart,,D,VS1,1.0,1.07,55.5,58.0,Excellent,Very Good,Slightly Thick to Very Thick,,6.42,6.87,3.81,3500,GIA,Strong
Heart,,H,VS1,1.7,1.22,58.1,58.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.79,8.3,4.82,10410,GIA,
Cushion,Ideal,E,VS1,2.0,1.02,66.2,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.4,7.22,4.78,4210,IGI Lab-Grown,
Round,Ideal,E,VS1,1.59,1.0,60.9,57.0,Excellent,Excellent,Medium,Pointed,7.53,7.56,4.59,1830,IGI Lab-Grown,
Pear,,E,VS1,1.03,1.57,63.4,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.76,5.57,3.53,1040,IGI Lab-Grown,
Round,Excellent,H,VS2,1.0,1.01,61.3,62.0,Excellent,Very Good,Slightly Thick,,6.33,6.41,3.9,3670,GIA,
Radiant,,F,VS1,1.04,1.47,66.7,63.0,Excellent,Excellent,Slightly Thick,Pointed,7.29,4.96,3.31,1080,IGI Lab-Grown,
Round,Ideal,D,VS1,1.55,1.0,61.1,58.0,Excellent,Excellent,Medium,Pointed,7.44,7.47,4.56,1810,IGI Lab-Grown,
Princess,Ideal,H,VVS1,1.01,1.01,72.1,72.0,Excellent,Excellent,Thick,,5.51,5.46,3.93,3080,GIA,
Radiant,,E,VVS2,1.04,1.25,67.7,67.0,Excellent,Very Good,Medium,Pointed,6.52,5.2,3.52,1140,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.1,1.0,69.3,71.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.66,5.64,3.91,1180,IGI Lab-Grown,
Round,Very Good,H,VS2,1.0,1.01,62.3,57.0,Excellent,Very Good,Thin to Slightly Thick,,6.35,6.4,3.97,3890,GIA,
Radiant,,D,VS1,1.12,1.31,68.0,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.0,5.34,3.63,1190,IGI Lab-Grown,
Heart,,E,VS2,1.01,1.18,58.4,58.0,Excellent,Very Good,Slightly Thick to Thick,,5.9,6.99,4.08,6220,GIA,Faint
Pear,,E,VS1,1.03,1.88,58.2,62.0,Very Good,Excellent,Slightly Thick to Thick,,9.99,5.31,3.09,3440,GIA,Medium
Marquise,,G,VVS1,1.02,1.98,60.9,58.0,Excellent,Excellent,Slightly Thick to Thick,,10.34,5.22,3.18,4687,GIA,Medium
Marquise,,G,VS1,1.01,1.92,63.7,56.0,Excellent,Very Good,Thick to Very Thick,,10.02,5.23,3.33,5300,GIA,
Radiant,,H,IF,1.01,1.27,68.8,68.0,Excellent,Excellent,Thick to Very Thick,,6.43,5.06,3.48,4560,GIA,Faint
Princess,Very Good,F,VVS1,1.01,1.03,68.5,77.0,Excellent,Very Good,Medium to Slightly Thick,,5.78,5.6,3.84,3310,GIA,Faint
Heart,,F,VVS2,1.52,1.14,54.9,64.0,Excellent,Very Good,Medium to Slightly Thick,Pointed,7.21,8.19,4.5,2160,IGI Lab-Grown,
Oval,,D,VS1,1.0,1.42,60.1,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.16,5.76,3.46,1060,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.01,1.01,71.3,70.0,Excellent,Very Good,Thick,,5.46,5.42,3.87,3620,GIA,
Pear,,F,VS1,1.02,1.77,59.0,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.69,5.47,3.23,1020,IGI Lab-Grown,
Princess,Ideal,G,VVS1,1.03,1.01,71.5,74.0,Excellent,Very Good,Thick,,5.61,5.53,3.95,3430,GIA,
Radiant,,H,VVS2,1.02,1.2,68.0,67.0,Excellent,Very Good,Thick,,6.45,5.37,3.65,3700,GIA,
Heart,,E,VS1,1.52,1.19,61.8,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.62,7.87,4.86,10100,GIA,
Marquise,,E,VS1,1.09,1.99,64.5,60.0,Excellent,Excellent,Medium,Pointed,10.6,5.32,3.43,1100,IGI Lab-Grown,
Heart,,D,VVS2,1.0,1.1,55.2,56.0,Excellent,Excellent,Medium to Very Thick,,6.42,7.04,3.88,6340,GIA,
Marquise,,D,IF,1.0,1.8,64.0,63.0,Excellent,Very Good,Thick to Very Thick,,9.49,5.28,3.38,6920,GIA,
Heart,,E,VS1,1.71,1.16,54.6,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.33,8.51,4.65,2460,IGI Lab-Grown,
Oval,,E,VS1,1.06,1.5,62.3,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.5,5.67,3.53,1030,IGI Lab-Grown,
Emerald,,H,VS1,1.0,1.4,66.9,67.0,Excellent,Very Good,Thin to Thick,,6.58,4.7,3.14,1030,GIA,Medium
Pear,,G,VS2,1.02,1.54,62.6,63.0,Excellent,Excellent,Medium to Thick,,8.66,5.61,3.52,4560,GIA,
Marquise,,D,VS1,1.01,1.99,62.8,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.37,5.22,3.28,1100,IGI Lab-Grown,
Pear,,E,VS1,1.06,1.66,62.6,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.32,5.62,3.52,1070,IGI Lab-Grown,
Oval,,H,VS1,1.0,1.38,62.0,62.0,Excellent,Very Good,Medium to Thick,,7.8,5.67,3.52,3970,GIA,
Pear,,D,VVS1,1.0,1.48,64.1,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,8.26,5.58,3.58,5060,GIA,Faint
Oval,,D,VS2,1.0,1.56,54.4,65.0,Excellent,Very Good,Very Thick to Extremely Thick,,8.6,5.51,3.0,4280,GIA,
Round,Excellent,H,VS1,1.0,1.01,62.6,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.33,6.38,3.98,3870,GIA,Medium
Cushion Modified,Ideal,G,VS2,1.01,1.01,65.2,63.0,Excellent,Excellent,Slightly Thick to Very Thick,,5.84,5.81,3.79,3870,GIA,Strong
Radiant,,G,VS2,1.02,1.16,69.4,65.0,Very Good,Good,Extremely Thin to Extremely Thick,,6.26,5.4,3.75,5030,GIA,
Heart,,E,VS1,1.01,1.19,58.6,62.0,Very Good,Excellent,Slightly Thick to Very Thick,,5.88,7.01,4.11,4830,GIA,
Round,Excellent,H,VS1,1.0,1.0,60.5,61.0,Excellent,Excellent,Slightly Thick,,6.44,6.46,3.9,3740,GIA,Strong
Heart,,E,VVS2,1.59,1.12,52.9,65.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,7.48,8.37,4.43,2420,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.08,1.01,68.1,65.0,Excellent,Excellent,Medium,Pointed,5.71,5.67,3.86,1070,IGI Lab-Grown,
Princess,Ideal,H,VVS1,1.02,1.01,71.6,70.0,Excellent,Very Good,Slightly Thick to Thick,,5.59,5.52,3.95,2960,GIA,
Oval,,E,VS1,1.0,1.47,62.5,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.21,5.6,3.5,1070,IGI Lab-Grown,
Heart,,E,VS1,1.03,1.19,59.1,62.0,Excellent,Excellent,Thin to Thick,,6.01,7.16,4.23,6330,GIA,
Emerald,,H,VS1,1.01,1.36,63.7,72.0,Excellent,Very Good,Slightly Thick to Thick,,6.74,4.94,3.15,2860,GIA,Faint
Marquise,,D,VVS2,1.0,2.0,62.5,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.44,5.22,3.26,1280,IGI Lab-Grown,
Radiant,,F,VS1,1.01,1.45,65.9,67.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.18,4.96,3.27,1050,IGI Lab-Grown,
Pear,,F,VS1,1.02,1.55,62.9,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.71,5.63,3.54,1020,IGI Lab-Grown,
Heart,,E,VVS2,4.09,1.13,55.4,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.09,11.37,6.3,10110,IGI Lab-Grown,
Oval,,E,VVS2,1.01,1.35,63.0,63.0,Excellent,Excellent,Slightly Thick to Very Thick,,7.54,5.58,3.51,10110,GIA,Medium
Oval,,D,VS1,1.01,1.43,62.8,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.17,5.7,3.58,1070,IGI Lab-Grown,
Heart,,H,VS1,1.55,1.11,57.8,61.0,Excellent,Excellent,Slightly Thick to Very Thick,,7.23,8.05,4.65,8030,GIA,
Round,Excellent,H,VS1,1.0,1.01,63.4,58.0,Excellent,Very Good,Medium to Slightly Thick,,6.29,6.38,4.01,3610,GIA,Faint
Heart,,D,VS2,1.03,1.19,63.6,62.0,Very Good,Very Good,Thick to Very Thick,,5.8,6.91,4.39,3650,GIA,Faint
Princess,Ideal,G,VVS2,1.01,1.02,72.9,73.0,Excellent,Very Good,Medium to Slightly Thick,,5.65,5.52,4.03,3590,GIA,
Heart,,H,VS2,1.5,1.17,61.1,64.0,Excellent,Excellent,Thick,,6.75,7.9,4.83,5770,GIA,Strong
Pear,,E,VS1,1.05,1.65,62.2,59.0,Excellent,Excellent,Thin to Medium,Pointed,9.27,5.63,3.5,1060,IGI Lab-Grown,
Oval,,E,VS1,1.07,1.47,62.8,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.43,5.75,3.61,1040,IGI Lab-Grown,
Pear,,H,VVS1,1.04,1.49,63.5,59.0,Excellent,Excellent,Slightly Thick to Very Thick,,8.57,5.76,3.66,4350,GIA,
Radiant,,E,VVS1,1.01,1.3,69.6,69.0,Excellent,Excellent,Thick,,6.43,4.96,3.45,4050,GIA,Faint
Pear,,H,VS2,1.0,1.54,64.9,59.0,Excellent,Excellent,Slightly Thick to Thick,,8.43,5.49,3.56,3170,GIA,Faint
Princess,Ideal,F,VS2,1.01,1.03,71.7,75.0,Excellent,Very Good,Thick to Very Thick,,5.59,5.44,3.9,3130,GIA,
Heart,,E,VVS2,1.01,1.22,53.8,56.0,Very Good,Good,Thin to Extremely Thick,Very Small,6.09,7.4,3.98,4410,GIA,Medium
Round,Ideal,E,VS1,1.58,1.0,60.5,58.0,Excellent,Excellent,Medium,Pointed,7.52,7.53,4.55,4410,IGI Lab-Grown,
Oval,,H,VS2,1.01,1.52,64.7,59.0,Very Good,Very Good,Medium to Extremely Thick,,8.25,5.43,3.52,5020,GIA,
Heart,,E,VVS2,1.5,1.2,56.6,62.0,Excellent,Very Good,Thick to Very Thick,,6.65,8.0,4.52,9880,GIA,Faint
Marquise,,D,VVS2,2.01,1.94,61.6,59.0,Very Good,Very Good,Medium to Very Thick,Small,12.64,6.5,4.0,34860,GIA,
Heart,,D,VVS1,1.01,1.2,64.6,59.0,Very Good,Very Good,Slightly Thick to Very Thick,,5.61,6.72,4.34,8070,GIA,
Princess,Ideal,D,VS1,1.06,1.0,71.1,66.0,Excellent,Very Good,Medium to Slightly Thick,Pointed,5.56,5.54,3.94,1090,IGI Lab-Grown,
Pear,,G,VS2,1.0,1.73,60.8,62.0,Very Good,Very Good,Medium to Very Thick,,9.45,5.45,3.31,4030,GIA,
Radiant,,E,VVS2,1.02,1.46,66.5,65.0,Excellent,Excellent,Medium,Pointed,7.22,4.93,3.28,1230,IGI Lab-Grown,
Radiant,,E,VS1,1.19,1.45,65.2,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.65,5.29,3.45,1170,IGI Lab-Grown,
Pear,,G,VS2,1.01,1.5,62.9,61.0,Excellent,Excellent,Medium to Thick,,8.43,5.63,3.54,3590,GIA,
Princess,Ideal,H,VVS2,1.21,1.02,73.3,72.0,Excellent,Excellent,Thick to Very Thick,,5.76,5.63,4.13,4230,GIA,
Radiant,,H,VS1,1.01,1.38,68.6,65.0,Excellent,Excellent,Thick to Very Thick,,6.77,4.92,3.37,4630,GIA,
Oval,,E,VS1,1.01,1.42,67.0,58.0,Excellent,Very Good,Thick to Very Thick,,7.61,5.36,3.59,4880,GIA,
Oval,,E,VS1,1.01,1.38,64.6,62.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.65,5.56,3.59,4950,GIA,Faint
Square Radiant,,H,VS1,1.0,1.0,68.3,70.0,Excellent,Very Good,Thick,,5.47,5.46,3.73,3640,GIA,Faint
Oval,,D,VS1,1.01,1.43,63.6,61.0,Excellent,Very Good,Thick to Very Thick,,7.89,5.51,3.51,5170,GIA,
Heart,,D,IF,2.03,1.18,62.2,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.35,8.7,5.41,6480,IGI Lab-Grown,
Radiant,,E,VS2,1.0,1.34,69.0,67.0,Excellent,Excellent,Thick to Very Thick,,6.72,5.01,3.46,4560,GIA,
Heart,,H,VS2,1.52,1.17,59.3,57.0,Excellent,Excellent,Slightly Thick to Thick,,6.9,8.08,4.79,4560,GIA,
Pear,,D,VS2,1.01,1.66,59.3,56.0,Excellent,Excellent,Slightly Thick to Thick,,9.02,5.45,3.23,3570,GIA,Medium
Princess,Ideal,D,VS1,1.03,1.01,69.3,71.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.53,5.47,3.79,1110,IGI Lab-Grown,
Emerald,,H,VS2,1.04,1.36,68.5,67.0,Excellent,Excellent,Slightly Thick to Thick,,6.56,4.82,3.3,2590,GIA,
Pear,,E,VS1,1.0,1.56,63.3,57.0,Excellent,Excellent,Medium to Thick,,8.62,5.53,3.5,4480,GIA,Faint
Oval,,D,VS1,1.01,1.42,60.7,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.12,5.73,3.48,1070,IGI Lab-Grown,
Radiant,,F,VS1,1.01,1.3,64.9,67.0,Excellent,Excellent,Thick,,6.7,5.15,3.34,4150,GIA,
Marquise,,H,VS1,1.03,1.98,66.1,56.0,Good,Very Good,Thin to Thick,,10.33,5.23,3.46,6020,GIA,Faint
Pear,,F,VS1,1.04,1.76,62.8,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.59,5.45,3.42,1040,IGI Lab-Grown,
Pear,,G,VS2,1.01,1.52,61.5,57.0,Excellent,Excellent,Medium to Very Thick,,8.64,5.68,3.49,4980,GIA,Faint
Round,Excellent,H,VS2,1.0,1.0,63.0,56.0,Excellent,Excellent,Thin to Slightly Thick,,6.34,6.37,4.0,4070,GIA,
Princess,Ideal,E,VS1,1.05,1.0,70.6,70.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.55,5.54,3.91,1040,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.02,1.02,72.8,68.0,Excellent,Excellent,Medium,Pointed,5.47,5.36,3.9,1100,IGI Lab-Grown,
Heart,,G,VS2,1.55,1.12,54.9,59.0,Excellent,Excellent,Slightly Thick to Thick,,7.26,8.13,4.47,1100,GIA,
Heart,,D,VS2,1.02,1.19,59.6,59.0,Excellent,Excellent,Medium to Very Thick,,5.83,6.91,4.12,4520,GIA,
Oval,,D,VS2,1.0,1.35,61.1,65.0,Excellent,Excellent,Slightly Thick to Very Thick,,7.75,5.72,3.49,4720,GIA,
Marquise,,D,VVS2,1.17,1.91,63.6,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.55,5.52,3.51,1500,IGI Lab-Grown,
Oval,,E,VS2,1.0,1.64,62.6,58.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.55,5.21,3.26,4520,GIA,
Marquise,,D,VS1,1.07,2.0,63.6,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.66,5.33,3.39,1170,IGI Lab-Grown,
Marquise,,G,VS2,1.0,1.8,63.0,63.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.56,5.3,3.34,4580,GIA,
Oval,,E,VS1,1.06,1.42,61.7,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.23,5.8,3.58,1030,IGI Lab-Grown,
Radiant,,D,VS1,1.01,1.3,67.5,66.0,Excellent,Excellent,Medium to Thick,,6.56,5.06,3.41,5190,GIA,
Radiant,,F,VS1,1.11,1.43,67.4,66.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.22,5.06,3.41,1140,IGI Lab-Grown,
Marquise,,D,VVS1,1.01,1.94,62.8,61.0,Excellent,Very Good,Slightly Thick to Very Thick,,10.17,5.23,3.28,5730,GIA,Medium
Heart,,H,VS2,1.5,1.19,56.3,56.0,Excellent,Very Good,Medium to Slightly Thick,,6.89,8.17,4.6,5980,GIA,
Marquise,,G,VS1,1.5,1.86,63.1,63.0,Excellent,Very Good,Slightly Thick to Thick,,11.32,6.1,3.85,13650,GIA,
Pear,,F,VS1,1.04,1.79,58.1,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.06,5.61,3.26,1040,IGI Lab-Grown,
Princess,Ideal,G,VVS2,1.0,1.03,69.6,72.0,Excellent,Very Good,Medium to Slightly Thick,,5.74,5.57,3.88,3020,GIA,
Radiant,,F,VS1,1.13,1.42,67.1,63.0,Excellent,Excellent,Medium,Pointed,7.38,5.2,3.49,1160,IGI Lab-Grown,
